code,icao,name,latitude,longitude,elevation,time_zone,city,state,country
YKH,ZYYK,Yingkou Lanqi Airport,40.54587515,122.361111942338,0,Asia/Shanghai,Qingshiling,Liaoning,CN
YNJ,ZYYJ,Yanji Chaoyangchuan Airport,42.8787858,129.448704895164,624,Asia/Shanghai,N/A,N/A,CN
XEN,ZYXC,Xingcheng,40.733334,118.61667,30,Asia/Shanghai,Kuancheng,Hebei,CN
SHE,ZYTX,Shenyang Taoxian International Airport,41.861084,123.426926,144,Asia/Shanghai,Shenyang,Liaoning,CN
TNH,ZYTN,Tonghua Sanyuanpu Airport,41.75,125.95,1200,Asia/Shanghai,Hulutao,Jilin Sheng,CN
DLC,ZYTL,Dalian Zhoushuizi International Airport,38.96412695,121.541427237534,62,Asia/Shanghai,Dalian,Liaoning,CN
YSQ,ZYSQ,Spring Island,59.45,-1.78,459,America/Vancouver,Sandwick,Scotland,CA
NDG,ZYQQ,Qiqihar Airport,47.316666,123.916664,482,Asia/Shanghai,Nanhang,Heilongjiang Sheng,CN
OHE,ZYMH,Mohe Airport,52.9156841,122.425259851876,1804,Asia/Shanghai,Xilinji,Heilongjiang Sheng,CN
MDG,ZYMD,Mudanjiang Airport,44.5245786,129.567140848643,853,Asia/Shanghai,Xinglong,Heilongjiang Sheng,CN
YUS,ZYLS,Yushu Batang Airport,32.8364305,97.0376270480973,12816,Asia/Shanghai,N/A,N/A,CN
LDS,ZYLD,Yichun Shi Airport,47.75241185,129.017187600246,791,Asia/Shanghai,Xuri,Heilongjiang Sheng,CN
JNZ,ZYJZ,Liaoning Province Airport,41.11667,121.01667,0,Asia/Shanghai,Wanghu,Liaoning,CN
JXA,ZYJX,Jixi Airport,45.306084,130.99675,760,Asia/Shanghai,Hongjunlu,Heilongjiang Sheng,CN
JSJ,ZYJS,Jiansanjiang Shidi Airport,47.1066465,132.663228859181,0,Asia/Shanghai,Fujin,Heilongjiang Sheng,CN
JMU,ZYJM,Jiamusi Airport,46.84334085,130.461485387531,249,Asia/Shanghai,Songjiang,Heilongjiang Sheng,CN
JIL,ZYJL,Jilin,43.86667,126.65,859,Asia/Shanghai,Jilin,Jilin Sheng,CN
JGD,ZYJD,Jiagedaqi Airport,50.37175975,124.115838275056,1167,Asia/Shanghai,Jagdaqi,Inner Mongolia,CN
HEK,ZYHE,Heihe Airport,50.216667,127.433334,547,Asia/Shanghai,Xinfu,Heilongjiang Sheng,CN
HRB,ZYHB,Harbin Taiping International Airport,45.62212125,126.245257356161,456,Asia/Shanghai,N/A,N/A,CN
FYJ,ZYFY,Fuyuan Dongji Airport,48.199494,134.366447,167,Asia/Shanghai,Fuyuan,Heilongjiang Sheng,CN
DTU,ZYDU,Wudalianchi Dedu Airport,48.4429184,126.13780921754,941,Asia/Shanghai,Baoquan,Heilongjiang Sheng,CN
DQA,ZYDQ,Daqing Shi Airport,46.58736,125.22841,396,Asia/Shanghai,Wolitun,Heilongjiang Sheng,CN
DDG,ZYDD,Langtou Airport,40.0264417,124.281541101179,29,Asia/Shanghai,N/A,N/A,CN
CHG,ZYCY,Chaoyang Airport,41.539062,120.434146509298,515,Asia/Shanghai,Chaoyang,Liaoning,CN
CNI,ZYCH,Changhai,31.25,121.433334,36,Asia/Shanghai,Changning,Shanghai Shi,CN
CGQ,ZYCC,Changchun Longjia International Airport,43.902836,125.217545,748,Asia/Shanghai,Changchun,Jilin Sheng,CN
NBS,ZYBS,Changbaishan Airport,42.0691726,127.602772145101,2890,Asia/Shanghai,Manjiang,Jilin Sheng,CN
DBC,ZYBA,Baicheng Chang'an,45.5065501,123.020699911489,449,Asia/Harbin,Deshun,Jilin Sheng,CN
AOG,ZYAS,Anshan Teng'ao Airport,41.166668,123.03333,82,Asia/Shanghai,Anshan,Liaoning,CN
YTW,ZWYT,Yutian Wanfang Airport,36.80990525,81.7914926933386,4728,Asia/Urumqi,N/A,Xinjiang,CN
YIN,ZWYN,Yining Airport,43.9564347,81.3286964464003,0,Asia/Shanghai,Dadamtu,Xinjiang Uygur Zizhiqu,CN
URC,ZWWW,Urumqi Diwopu International Airport,43.90381835,87.4680188878741,2125,Asia/Shanghai,N/A,N/A,CN
TLQ,ZWTP,Turpan Jiaohe Airport,43.0283315,89.1006766946583,934,Asia/Shanghai,Laochenglu,Xinjiang Uygur Zizhiqu,CN
HTN,ZWTN,Hotan Airport,37.03216015,79.8628469160749,4655,Asia/Shanghai,Nu'erbage,Xinjiang Uygur Zizhiqu,CN
TCG,ZWTC,Tacheng,46.6714082,83.342449270269,0,Asia/Shanghai,Qaxa,Xinjiang Uygur Zizhiqu,CN
SXJ,ZWSS,Shanshan,42.816666,90.23333,1505,Asia/Shanghai,Shanshan,Xinjiang Uygur Zizhiqu,CN
KHG,ZWSH,Kashi Airport,39.534973,76.01107,4529,Asia/Shanghai,Kashi,Xinjiang Uygur Zizhiqu,CN
QSZ,ZWSC,Shache Airport,38.24391405,77.0578204375604,4281,Asia/Shanghai,Zepu,Xinjiang Uygur Zizhiqu,CN
RQA,ZWRQ,Ruoqiang Loulan Airport,38.97304815,88.0091591493074,2867,Asia/Shanghai,Ruoqiang,Xinjiang Uygur Zizhiqu,CN
NLT,ZWNL,Nalati Airport,43.42950715,83.3726690114942,3070,Asia/Shanghai,Tuergen,Xinjiang Uygur Zizhiqu,CN
KJI,ZWKN,Kanasi Airport,48.22167,86.99611,3921,Asia/Shanghai,Oymak,Xinjiang Uygur Zizhiqu,CN
KRY,ZWKM,Karamay Airport,45.61667,84.88333,0,Asia/Shanghai,N/A,N/A,CN
KRL,ZWKL,Korla Airport,41.689896,86.12434,0,Asia/Shanghai,Sayibage,Xinjiang Uygur Zizhiqu,CN
KCA,ZWKC,Kuqa Airport,41.166668,83.7,3524,Asia/Shanghai,Luntai,Xinjiang Uygur Zizhiqu,CN
SHF,ZWHZ,Shihezi Huayuan Airport,44.24346735,85.8860568409703,1673,Asia/Shanghai,Ulan Us,Xinjiang Uygur Zizhiqu,CN
HMI,ZWHM,Hami Airport,42.916668,93.416664,2664,Asia/Shanghai,Hami,Xinjiang Uygur Zizhiqu,CN
HJB,ZWHJ,Hejing Bayinbuluke Airport,42.9766,83.9729,8240,Asia/Urumqi,N/A,N/A,CN
FYN,ZWFY,Fuyun Koktokay Airport,46.8037006,89.5132995712125,3038,Asia/Shanghai,Kalatongke,Xinjiang Uygur Zizhiqu,CN
IQM,ZWCM,Qiemo Airport,38.14958345,85.532531165306,4137,Asia/Shanghai,N/A,N/A,CN
BPL,ZWBL,Bole Airport,44.904232,82.024185,1745,Asia/Shanghai,Dostyq,Almaty Oblysy,CN
AAT,ZWAT,Altay Airport,47.74833705,88.0894824904233,2408,Asia/Urumqi,Awiytan,Xinjiang Uygur Zizhiqu,CN
ACF,ZWAL,Alaer Talimu Airport,40.464167,81.246944,3323,Asia/Urumqi,Aral,Xinjian Autonomous Region,CN
AKU,ZWAK,Aksu Airport,41.2625,80.291667,3812,Asia/Shanghai,N/A,N/A,CN
ZYI,ZUZY,Zunyi Xinzhou Airport,27.666668,106.833336,2920,Asia/Shanghai,Zunyi,Guizhou Sheng,CN
PZI,ZUZH,Pan Zhi Hua Bao An Ying,26.5395923,101.797351741294,6469,Asia/Shanghai,Renhe,Sichuan,CN
ACX,ZUYI,Xingyi Airport,25.0839707,104.95880288019,4133,Asia/Shanghai,Xinzhou,Guangxi Zhuangzu Zizhiqu,CN
YBP,ZUYB,Yibin Caiba Airport,28.8015702,104.549605818798,948,Asia/Shanghai,Yibin,Sichuan,CN
XIC,ZUXC,Xichang Airport,27.98876455,102.18454801698,5112,Asia/Shanghai,Xichang,Sichuan,CN
WXN,ZUWX,Wanxian Airport,30.8013886,108.431177320349,1774,Asia/Shanghai,Wuqiao,Chongqing Shi,CN
WSK,ZUWS,Chongqing Wushan Airport,31.07157155,109.713369377768,5800,Asia/Shanghai,Quchi,Chongqing Shi,CN
CTU,ZUUU,Chengdu Shuangliu International Airport,30.5547767,103.947944681155,1574,Asia/Shanghai,Dongsheng,Sichuan,CN
TEN,ZUTR,Tongren Airport,27.88668595,109.311865422719,0,Asia/Shanghai,Chatian,Hunan,CN
TFU,ZUTF,Chengdu Tianfu International Airport,30.30293955,104.446261407544,1444,Asia/Chongqing,Jiancheng,Sichuan,CN
TCZ,ZUTC,Tengchong Tuofeng Airport,24.93792805,98.4845952981677,6250,Asia/Shanghai,Tengyue,Yunnan,CN
LGZ,ZUSH,Shannan Longzi Airport,28.4225,92.344444,13058,Asia/Shanghai,Shannan,N/A,CN
RKZ,ZURK,Peace,29.351944,89.31,12470,Asia/Shanghai,Car,Tibet Autonomous Region,CN
JIQ,ZUQJ,Qianjiang Wulingshan Airport,29.5152164,108.830895249463,2073,Asia/Shanghai,Zhoubai,Chongqing Shi,CN
LPF,ZUPS,Liupanshui Yuezhao Airport,26.60868035,104.978582367567,6427,Asia/Shanghai,Liupanshui,Guizhou Sheng,CN
APJ,ZUPL,Ngari Burang Airport,30.3975,81.138611,13944,Asia/Shanghai,Burang,Ngari Prefecture,CN
LZY,ZUNZ,Nyingchi Mainling Airport,29.3021628,94.3321948904703,9685,Asia/Shanghai,Mainling,Tibet Autonomous Region,CN
HZH,ZUNP,Liping Airport,26.32249205,109.150444366462,1617,Asia/Shanghai,Longlisuo,Guizhou Sheng,CN
NAO,ZUNC,Nanchong Airport,30.8,106.066666,905,Asia/Shanghai,Nanchong,Sichuan,CN
MIG,ZUMY,Mianyang Nanjiao Airport,31.43111,104.73805,1666,Asia/Shanghai,Mianyang,Sichuan,CN
WMT,ZUMT,Zunyi Maotai Airport,27.95638265,106.435931567966,4019,Asia/Shanghai,Daba,Guizhou Sheng,CN
LZO,ZULZ,Luzhou Lantian Airport,28.85061225,105.387454312185,816,Asia/Shanghai,Luzhou,Sichuan,CN
LXA,ZULS,Lhasa Gonggar Airport,29.29416095,90.8967647384088,11748,Asia/Shanghai,Konggar,Tibet Autonomous Region,CN
LIA,ZULP,Liangping,30.816668,107.7,0,Asia/Shanghai,Longmen,Chongqing Shi,CN
LLB,ZULB,Libo County Libo City Airport,25.452477,107.961914,0,Asia/Shanghai,Chuanshan,Guangxi Zhuangzu Zizhiqu,CN
KJH,ZUKJ,Kaili Huangping Airport,26.970256,107.986667006712,3115,Asia/Shanghai,Shiqian,Guizhou Sheng,CN
KGT,ZUKD,Kangding Airport,30.14307095,101.738697617343,14042,Asia/Shanghai,N/A,N/A,CN
JZH,ZUJZ,Jiuzhai Huanglong Airport,32.85278645,103.683189639619,11327,Asia/Shanghai,Jin'an,Sichuan,CN
AHJ,ZUHY,Hongyuan Airport,32.5367833,102.350229534524,11591,Asia/Shanghai,Qiongxi,Sichuan,CN
GZG,ZUGZ,Garze Gesar Airport,31.7548325,99.553507,13484,Asia/Shanghai,Ganzi,Sichuan,CN
KWE,ZUGY,Guiyang Longdongbao International Airport,26.5382737,106.799863944173,3736,Asia/Shanghai,Guiyang,Guizhou Sheng,CN
GYS,ZUGU,Guang Yuan Airport,32.3907322,105.695341953514,2047,Asia/Shanghai,Guangyuan,Sichuan,CN
GHN,ZUGH,Guanghan,30.466667,106.65,790,Asia/Shanghai,Guang'an,Sichuan,CN
DZU,ZUDZ,Dazu,29.7,105.71667,1236,Asia/Shanghai,Longgang,Chongqing Shi,CN
DAX,ZUDX,Dazhou Heshi Airport,31.12818985,107.428482629282,935,Asia/Shanghai,Xiwai,Sichuan,CN
DCY,ZUDC,Daocheng Yading Airport,29.31628015,100.060553478344,14455,Asia/Shanghai,Sangpi,Sichuan,CN
CKG,ZUCK,Chongqing Jiangbei International Airport,29.72606975,106.649830633079,1328,Asia/Shanghai,Shuangfengqiao,Chongqing Shi,CN
BZX,ZUBZ,Bazhong Enyang Airport,31.7383789,106.645515557829,1761,Asia/Shanghai,Bazhou,Sichuan,CN
BFJ,ZUBJ,Bijie Airport,27.300278,105.301389,4898,Asia/Chongqing,Bijie,Guizhou Sheng,CN
BPX,ZUBD,Bangda Airport,30.5511304,97.1091735740997,14229,Asia/Shanghai,Yanduo,Tibet Autonomous Region,CN
AVA,ZUAS,An Shun/Huang Guo Shu Airport,26.257221,105.87278,4832,Asia/Chongqing,Anshun,Guizhou Sheng,CN
NGQ,ZUAL,Ngari Gunsa/Ali Kunsha,32.1013374,80.0563279653438,13986,Asia/Shanghai,N/A,N/A,CN
HSN,ZSZS,Putuoshan Airport,29.9350153,122.360450321377,29,Asia/Shanghai,Dadong'ao,Zhejiang Sheng,CN
YIW,ZSYW,Yiwu Airport,29.3422048,120.028688987817,262,Asia/Shanghai,Yiwu,Zhejiang Sheng,CN
YNT,ZSYT,Yantai Laishan International Airport,37.407326,121.3711,154,Asia/Shanghai,Laishan,Shandong Sheng,CN
YNZ,ZSYN,Yancheng Nanyang International Airport,33.42840935,120.203202425543,0,Asia/Shanghai,Yulong,Jiangsu Sheng,CN
YHJ,ZSYH,Nanchang Yaohu Airport,28.700972,116.107694,50,Asia/Shanghai,N/A,N/A,CN
YIC,ZSYC,Yichun Mingyueshan Airport,27.8022124,114.30823201253,430,Asia/Shanghai,Hutian,Jiangxi Sheng,CN
YTY,ZSYA,Yangzhou Taizhou Airport,32.5608476,119.716413451017,7,Asia/Shanghai,Dinggou,Jiangsu Sheng,CN
XUZ,ZSXZ,Xuzhou Guanyin Airport,34.0585055,117.555727722157,0,Asia/Shanghai,Suicheng,Jiangsu Sheng,CN
WNZ,ZSWZ,Wenzhou Longwan International Airport,27.9087893,120.846863676192,32,Asia/Shanghai,Qidu,Zhejiang Sheng,CN
WUS,ZSWY,Wuyishan Airport,27.70298965,117.999969593995,620,Asia/Shanghai,Xingtian,Fujian,CN
WUX,ZSWX,Sunan Shuofang International Airport,31.4984408,120.430078618057,32,Asia/Shanghai,Shuofang,Jiangsu Sheng,CN
WHU,ZSWU,Wuhu,31.366667,118.36667,45,Asia/Shanghai,Jinghu,Anhui Sheng,CN
WEH,ZSWH,Weihai International Airport,37.1864922,122.229408609311,95,Asia/Shanghai,Dashuipo,Shandong Sheng,CN
WEF,ZSWF,Weifang Airport,36.64718145,119.115010573472,141,Asia/Shanghai,Weifang,Shandong Sheng,CN
TXN,ZSTX,Huangshan Tunxi International Airport,29.73328205,118.255678493914,0,Asia/Shanghai,Yiqi,Anhui Sheng,CN
SZV,ZSSZ,Suzhou,31.3,120.63333,0,Asia/Shanghai,Shuangta,Jiangsu Sheng,CN
SHA,ZSSS,Shanghai Hongqiao International Airport,31.19767765,121.334483125345,32,Asia/Shanghai,Jiangqiao,Shanghai Shi,CN
SQD,ZSSR,Shangrao Sanqingshan Airport,28.37956695,117.96398931726,331,Asia/Shanghai,Xuri,Jiangxi Sheng,CN
SQJ,ZSSM,Sanming Shaxian Airport,26.4254583,117.835009796525,800,Asia/Shanghai,Langkou,Fujian,CN
HIA,ZSSH,Huai'an Lianshui Airport,33.79193035,119.127750736574,62,Asia/Shanghai,Huai'an,Jiangsu Sheng,CN
RIZ,ZSRZ,Rio Alzucar,8.25,-80.833336,232,America/Panama,El Espino de Santa Rosa,Veraguas,PA
RUG,ZSRG,Rugao,32.388332,120.555275,36,Asia/Shanghai,Rucheng,Jiangsu Sheng,CN
JJN,ZSQZ,Quanzhou Jinjiang International Airport,24.79702915,118.588705019995,29,Asia/Shanghai,Jinjiang,Fujian,CN
TAO,ZSQD,Qingdao Liuting International Airport,36.26799135,120.376792645631,33,Asia/Shanghai,N/A,N/A,CN
PVG,ZSPD,Shanghai Pudong International Airport,31.14134505,121.804636626886,62,Asia/Shanghai,Laogang,Shanghai Shi,CN
HFE,ZSOF,Hefei Xinqiao Airport,31.85,117.28333,95,Asia/Shanghai,N/A,N/A,CN
NTG,ZSNT,Nantong Xingdong Airport,32.07183535,120.978254297933,19,Asia/Shanghai,Xingdong,Jiangsu Sheng,CN
NKG,ZSNJ,Nanjing Lukou International Airport,31.7318395,118.872290984103,52,Asia/Shanghai,Lukou,Jiangsu Sheng,CN
NGB,ZSNB,Ningbo Airport,29.8261878,121.458404908718,32,Asia/Shanghai,Gulin,Zhejiang Sheng,CN
LYI,ZSLY,Linyi Airport,35.05260055,118.41027073429,187,Asia/Shanghai,Linyi,Shandong Sheng,CN
HYN,ZSLQ,Luqiao Airport,28.5626488,121.424837916033,32,Asia/Shanghai,Hengjie,Zhejiang Sheng,CN
LYG,ZSLG,Lianyungang Airport,34.57096,118.874756686636,52,Asia/Shanghai,Niushan,Jiangsu Sheng,CN
LCX,ZSLD,Liancheng Airport,25.6764127,116.748051076739,1225,Asia/Shanghai,Wenheng,Fujian,CN
JUZ,ZSJU,Quzhou Airport,28.966667,118.833336,0,Asia/Shanghai,Quzhou,Zhejiang Sheng,CN
TNA,ZSJN,Jinan Yaoqiang International Airport,36.8572453,117.211734102727,76,Asia/Shanghai,Jinan,Shandong Sheng,CN
JIU,ZSJJ,Jiujiang,29.7,115.96667,52,Asia/Shanghai,N/A,N/A,CN
JUH,ZSJH,Chizhou Jiuhuashan Airport,19.222221,72.84722,60,Asia/Shanghai,Borivli,Maharashtra,CN
JNG,ZSJG,Jining Airport,35.416668,116.53333,141,Asia/Shanghai,Jining,Shandong Sheng,CN
JDZ,ZSJD,Jingdezhen Airport,29.3432402,117.179882483636,147,Asia/Shanghai,Hongyuan,Jiangxi Sheng,CN
JGS,ZSJA,Ji'An/Jing Gang Shan Airport,26.899721,114.7375,219,Asia/Shanghai,Denglong,Jiangxi Sheng,CN
HGH,ZSHC,Hangzhou Xiaoshan International Airport,30.2368729,120.429124449384,26,Asia/Shanghai,N/A,N/A,CN
KOW,ZSGZ,Ganzhou Airport,25.8533335,114.779810016036,387,Asia/Shanghai,Ganzhou,Jiangxi Sheng,CN
FOC,ZSFZ,Changle International Airport,25.93452545,119.666172318835,154,Asia/Shanghai,N/A,N/A,CN
FUG,ZSFY,Fuyang Airport,32.87931785,115.735429561886,104,Asia/Shanghai,Fuyang,Anhui Sheng,CN
DOY,ZSDY,Dongying Airport,37.5027216,118.786428782317,29,Asia/Shanghai,Shengli,Shandong Sheng,CN
KHN,ZSCN,Nanchang Changbei International Airport,28.8616845,115.908232779136,143,Asia/Shanghai,Lehua,Jiangxi Sheng,CN
CZX,ZSCG,Changzhou Airport,31.9184829,119.778413915689,39,Asia/Shanghai,Luoxi,Jiangsu Sheng,CN
BFU,ZSBB,Bengbu,32.95,117.333336,42,Asia/Shanghai,Bengbu,Anhui Sheng,CN
AQG,ZSAQ,Anqing Tianzhushan Airport,30.5859116,117.056179940441,45,Asia/Shanghai,Anqing,Anhui Sheng,CN
XMN,ZSAM,Xiamen Gaoqi International Airport,24.54383005,118.132651458973,26,Asia/Shanghai,Yingcun,Fujian,CN
ZAT,ZPZT,Zhaotong Airport,27.32755695,103.7557203917,0,Asia/Shanghai,Zhaotong,Yunnan,CN
YUA,ZPYM,Yuanmou,25.65,101.916664,3810,Asia/Shanghai,Yuanmou,Yunnan,CN
WNH,ZPWS,Wenshan Puzhehei Airport,23.374907,104.24256,4179,Asia/Shanghai,Wenshan City,Yunnan,CN
SYM,ZPSM,Pu'er Simao Airport,22.79187385,100.959298989844,4087,Asia/Shanghai,Simao,Yunnan,CN
KMG,ZPPP,Kunming Changshui International Airport,25.10710645,102.938413452678,6903,Asia/Shanghai,Qidian,Yunnan,CN
NLH,ZPNL,Ninglang Luguhu Airport,27.54064145,100.759596149282,10672,Asia/Shanghai,Daxing,Yunnan,CN
LUM,ZPMS,Dehong Mangshi Airport,24.399627,98.5286386733511,2870,Asia/Shanghai,N/A,N/A,CN
LJG,ZPLJ,Lijiang Airport,26.67695645,100.245190879926,0,Asia/Shanghai,Huangshan,Yunnan,CN
LNJ,ZPLC,Lincang Airport,23.7383335,100.024755694618,6174,Asia/Shanghai,Mengmeng,Yunnan,CN
JMJ,ZPJM,Lancang Jingmai Airport,22.4162629,99.7855541866368,4347,Asia/Shanghai,Menglang,Yunnan,CN
JHG,ZPJH,Xishuangbanna Gasa Airport,21.9746108,100.764257636443,1797,Asia/Shanghai,Jinghong,Yunnan,CN
DIG,ZPDQ,Diqing Shangri-La Airport,27.79673685,99.6818768745368,10754,Asia/Shanghai,Shangri-La,Yunnan,CN
DLU,ZPDL,Dali Airport,25.6498551,100.319886972295,7020,Asia/Shanghai,Dali,Yunnan,CN
CWJ,ZPCW,Cangyuan Washan Airport,23.2772471,99.3747814446396,5744,Asia/Chongqing,Mengdong,Yunnan,CN
BSD,ZPBS,Baoshan Airport,25.05160185,99.1645953807484,5456,Asia/Shanghai,Dianyang,Yunnan,CN
ZNC,ZNC,Nyac,60.9782629,-160.0029934,460,America/Anchorage,Bethel,Alaska,US
ULG,ZMUL,Ulgit,48.966667,89.96667,5732,Asia/Hovd,OElgiy,Bayan-Olgiy,MN
UNR,ZMUH,Underkhaan,47.316666,110.666664,3410,Asia/Ulaanbaatar,Undurkhaan,Hentiy,MN
ULO,ZMUG,Ulaangom,49.983334,92.066666,0,Asia/Hovd,Ulaangom,Uvs,MN
ULN,ZMUB,Chinggis Khaan International Airport,47.85275,106.76327,4364,Asia/Ulaanbaatar,N/A,N/A,MN
TNZ,ZMTL,Tosontsengel,48.7408231,98.2757583,5610,Asia/Hovd,Tosontsengel,Dzabkhan,MN
TSZ,ZMTG,Tsetserleg,47.733334,101.76667,5530,Asia/Ulaanbaatar,Jargalant,Arhangay,MN
MXV,ZMMN,Moron,49.63333,100.166664,4202,Asia/Ulaanbaatar,Murun-kuren,Hovsgol,MN
MXW,ZMMG,Mandalgobi,45.7426207,106.267345,4550,Asia/Ulaanbaatar,Mandalgovi,Middle Govi,MN
HVD,ZMKD,Khovd Airport,48.016666,91.65,4543,Asia/Hovd,Khovd,Hovd,MN
HJT,ZMHU,Khujirt,46.9214273,102.7695436,5410,Asia/Ulaanbaatar,N/A,N/A,MN
KHR,ZMHH,Kharkhorin,46.783333,102.85,4759,Asia/Ulaanbaatar,Khujirt,OEvoerhangay,MN
HTM,ZMHG,Khatgal,50.4410984,100.133788141382,5485,Asia/Ulaanbaatar,Manhan,Hovsgol,MN
DLZ,ZMDZ,Dalanzadgad,43.966667,104.683334,5147,Asia/Ulaanbaatar,Ogoomor,OEmnoegovi,MN
ULZ,ZMDN,Uliastai,47.7414683,96.8499229,5800,Asia/Hovd,Uliastay,Dzabkhan,MN
UBN,ZMCK,New Ulaanbaatar International Airport,47.65,106.818889,4482,Asia/Ulaanbaatar,Zuunmod,Central Aimak,MN
COQ,ZMCD,Choibalsan,48.13333,114.9,2450,Asia/Choibalsan,N/A,N/A,MN
UUN,ZMBU,Baruun-Urt,46.6673688,113.2862698,3172,Asia/Choibalsan,Baruun-Urt,Suhbaatar,MN
HBU,ZMBS,Bulgan Hovd,46.1004969,91.5836487910197,3845,Asia/Hovd,Burenhayrhan,Hovd,MN
UGT,ZMBR,Umnugobitour,43.752777,104.12778,4659,Asia/Ulaanbaatar,Dalandzadgad,OEmnoegovi,MN
UGA,ZMBN,Bulgan,48.8,103.55,4311,Asia/Ulaanbaatar,Bulgan,Bulgan,MN
BYN,ZMBH,Bayankhongor,46.1,100.683334,6066,Asia/Ulaanbaatar,Bayanhongor,Bayanhongor,MN
LTI,ZMAT,Altai,46.65,96.416664,6250,Asia/Hovd,Tsagaan-Olom,Govi-Altay,MN
AVK,ZMAH,Arvaikheer,46.2484762,102.804692394871,5787,Asia/Ulaanbaatar,Arvayheer,OEvoerhangay,MN
YZY,ZLZY,Zhangye Ganzhou Airport,38.8038395,100.671444597198,5280,Asia/Shanghai,Dongle,Gansu Sheng,CN
ZHY,ZLZW,Zhongwei Airport,37.5710553,105.152332539381,8202,Asia/Shanghai,N/A,N/A,CN
UYN,ZLYL,Yulin Yuyang Airport,38.274155,109.73038,3510,Asia/Shanghai,Yulin,Shaanxi,CN
ENY,ZLYA,Ershilipu Airport,36.63495905,109.549617000703,3123,Asia/Shanghai,Bao'an,Shaanxi,CN
XIY,ZLXY,Xianyang International Airport,34.43866385,108.758056720663,1532,Asia/Shanghai,Dizhang,Shaanxi,CN
XNN,ZLXN,Xining Caojiabao Airport,36.5297578,102.038219998424,7129,Asia/Shanghai,Gaozhai,Qinghai Sheng,CN
GXH,ZLXH,Gannan Xiahe Airport,34.8190827,102.622354792625,10357,Asia/Shanghai,Nawu,Gansu Sheng,CN
THQ,ZLTS,Maijishan,34.5593442,105.863566485977,3590,Asia/Shanghai,Beidao,Gansu Sheng,CN
SIA,ZLSN,Xi'an Xiguan Airport,34.44104,108.75874,1515,Asia/Shanghai,N/A,N/A,CN
IQN,ZLQY,Qingyang Airport,35.8015249,107.603453955514,4629,Asia/Shanghai,Nanjie,Gansu Sheng,CN
LNL,ZLLN,Longnan Chengzhou Airport,33.7889894,105.781415528745,3782,Asia/Shanghai,Diancun,Gansu Sheng,CN
LHW,ZLLL,Lanzhou Zhongchuan International Airport,36.033333,103.86667,6388,Asia/Shanghai,N/A,N/A,CN
JGN,ZLJQ,Jiayuguan Airport,39.833332,98.416664,4960,Asia/Shanghai,Jiayuguan,Gansu Sheng,CN
JIC,ZLJC,Jinchuan Airport,38.54139,102.348617229501,4776,Asia/Shanghai,Jinchang,Gansu Sheng,CN
INC,ZLIC,Yinchuan Hedong International Airport,38.3211525,106.388616545139,3766,Asia/Shanghai,Yanghe,Ningxia Huizu Zizhiqu,CN
HZG,ZLHZ,Hanzhong Airport,32.983334,107.183334,1843,Asia/Shanghai,Xiangshui,Shaanxi,CN
HTT,ZLHX,Huatugou Airport,38.1926285,90.8458892321385,9527,Asia/Shanghai,Gasi,Qinghai Sheng,CN
GYU,ZLGY,Guyuan Liupanshan Airport,40.833332,43.9,5223,Asia/Shanghai,Shirak,Shirak,CN
GOQ,ZLGM,Golmud Airport,36.40046475,94.786258771688,9327,Asia/Shanghai,Guolemude,Heilongjiang Sheng,CN
GMQ,ZLGL,Golog Maqin Airport,34.41974775,100.299659292545,12322,Asia/Shanghai,Dawu,Qinghai Sheng,CN
HXD,ZLDL,Delingha Airport,37.1238006,97.2633881312331,9366,Asia/Urumqi,Keluke,Qinghai Sheng,CN
DNH,ZLDH,Dunhuang Airport,40.2,94.683334,3704,Asia/Shanghai,N/A,N/A,CN
AKA,ZLAK,Ankang,32.7081,108.931150495926,833,Asia/Chongqing,Ankang,Shaanxi,CN
WOS,ZKWS,Wonsan,50.216667,-126.61667,544,Asia/Pyongyang,N/A,N/A,KP
YJS,ZKSE,Samjiyon,41.90659475,128.410127556489,4547,Asia/Pyongyang,Changbai,Jilin Sheng,KP
DSO,ZKSD,Sondok,39.7462648,127.4721274,29,Asia/Pyongyang,Sinsang-ni,Hamgyong-namdo,KP
FNJ,ZKPY,Pyongyang Sunan International Airport,39.2295753,125.677042746642,62,Asia/Pyongyang,Sunan,Pyongyang,KP
RGO,ZKHM,Orang,41.42923175,129.645622242053,42,Asia/Pyongyang,Hoemul-li,Hamgyong-bukto,KP
SYX,ZJSY,Sanya Phoenix International Airport,18.30441145,109.412557803608,92,Asia/Shanghai,N/A,N/A,CN
BAR,ZJQH,Baker AAF,55.333332,-133.6,954,America/Sitka,N/A,N/A,US
HAK,ZJHK,Haikou Airport,19.9442567,110.459273251757,88,Asia/Shanghai,N/A,N/A,CN
YIH,ZHYC,Yichang Sanxia Airport,30.5526031,111.481495579195,673,Asia/Shanghai,Yunchi,Hubei,CN
XAI,ZHXY,Xinyang Minggang Airport,32.5401692,114.075626480325,285,Asia/Shanghai,Minggang,Henan Sheng,CN
XFN,ZHXF,Xiangyang Airport,32.15136105,112.289374500232,0,Asia/Shanghai,Shuanggou,Hubei,CN
WDS,ZHSY,Shiyan Wudangshan Airport,37.913056,114.591667,164,Asia/Shanghai,Luancheng,Hebei,CN
SHS,ZHSS,Shashi,30.316668,112.23333,144,Asia/Shanghai,Shashi,Hubei,CN
