code,icao,name,latitude,longitude,elevation,time_zone,city,state,country
YVO,CYVO,Val-d'Or Airport,48.0537795,-77.7846334,1107,America/Montreal,Val-d'Or,Quebec,CA
YVM,CYVM,Qikiqtarjuaq,67.583336,-63.833332,21,America/Pangnirtung,N/A,N/A,CA
YCK,CYVL,Colville Lake,67.02074845,-126.128635495708,869,America/Yellowknife,N/A,N/A,CA
YVE,CYVK,Vernon Regional Airport,50.2465422,-119.328453625755,1140,America/Vancouver,Vernon,British Columbia,CA
YVG,CYVG,Vermilion,53.3572817,-110.8266663,2025,America/Edmonton,Vermilion,Alberta,CA
YVC,CYVC,La Ronge,55.083332,-105.333336,1242,America/Regina,N/A,N/A,CA
YVB,CYVB,Bonaventure,48.07118955,-65.460218460148,123,America/Montreal,Bonaventure,Quebec,CA
YUY,CYUY,Rouyn-Noranda Airport,48.2083786,-78.8323492,988,America/Montreal,Rouyn-Noranda,Quebec,CA
YUX,CYUX,Hall Beach,68.7761002,-81.2435989,30,America/Iqaluit,N/A,N/A,CA
YUT,CYUT,Repulse Bay,66.51897095,-86.2232476951232,80,America/Rankin_Inlet,N/A,N/A,CA
YUL,CYUL,Montreal-Pierre Elliott Trudeau International Airport,45.46873715,-73.7425716609553,118,America/Montreal,Dorval,Quebec,CA
YUB,CYUB,Tuktoyaktuk,69.4309915,-133.017733224483,15,America/Yellowknife,Inuvik,Northwest Territories,CA
YTZ,CYTZ,Toronto City Centre Airport,43.632023,-79.39585,252,America/Toronto,Toronto,Ontario,CA
YTS,CYTS,Timmins Victor M. Power Airport,48.57027225,-81.3786217499419,967,America/Toronto,Timmins,Ontario,CA
YTR,CYTR,Trenton,44.1,-77.583336,283,America/Toronto,Quinte West,Ontario,CA
YTQ,CYTQ,Tasiujuaq Airport,58.6678,-69.95633,122,America/Montreal,N/A,N/A,CA
YTL,CYTL,Big Trout,53.81987275,-89.9003595497507,729,America/Winnipeg,N/A,N/A,CA
YTH,CYTH,Thompson,55.79753,-97.8605,729,America/Winnipeg,N/A,N/A,CA
YTF,CYTF,Alma,48.5098133,-71.6502761,445,America/Montreal,Alma,Quebec,CA
YTE,CYTE,Cape Dorset,64.2301779,-76.5243876176034,164,America/Iqaluit,N/A,N/A,CA
YTA,CYTA,Pembroke And Area Airport,45.861668,-77.24944,529,America/Toronto,N/A,N/A,CA
YSY,CYSY,Sachs Harbour,71.99336145,-125.248763774107,282,America/Yellowknife,N/A,N/A,CA
YSU,CYSU,Summerside,49,-57.983334,56,America/Halifax,Corner Brook,Newfoundland and Labrador,CA
YST,CYST,Ste Therese Point,53.85,-94.65,773,America/Winnipeg,N/A,N/A,CA
YSP,CYSP,Marathon,48.75,-86.35,1035,America/Toronto,N/A,N/A,CA
YCM,CYSN,Niagara District Airport,43.1929769,-79.171941751618,321,America/Toronto,Niagara-on-the-Lake,Ontario,CA
YSM,CYSM,Fort Smith Airport,60.0192725,-111.962004736896,671,America/Yellowknife,Fort Smith,Northwest Territories,CA
YSL,CYSL,St Leonard,47.17880085,-67.8934570443182,793,America/Moncton,Saint-Leonard,New Brunswick,CA
YSK,CYSK,Sanikiluaq Airport,56.53683365,-79.2493378209591,104,America/Iqaluit,N/A,N/A,CA
YSJ,CYSJ,Saint John Airport,45.31381415,-65.885979411491,357,America/Moncton,Saint John,New Brunswick,CA
YSH,CYSH,Smith Falls,44.94829,-75.93959,416,America/Toronto,Smiths Falls,Ontario,CA
YSF,CYSF,Stony Rapids,59.2503822,-105.841436699974,805,America/Regina,N/A,N/A,CA
YSE,CYSE,Squamish,49.781667,-123.161944,171,America/Vancouver,N/A,N/A,CA
YSC,CYSC,Sherbrooke,45.416668,-71.9,792,America/Montreal,Sherbrooke,Quebec,CA
YSB,CYSB,Sudbury Airport,46.62296,-80.79592,1141,America/Toronto,Greater Sudbury,Ontario,CA
YRV,CYRV,Revelstoke,50.9621846,-118.183769080761,1459,America/Vancouver,Revelstoke,British Columbia,CA
YRT,CYRT,Rankin Inlet Airport,62.81005385,-92.1126765378749,94,America/Rankin_Inlet,N/A,N/A,CA
YRS,CYRS,Red Sucker Lake,54.1671982,-93.5571976,729,America/Winnipeg,N/A,N/A,CA
YRQ,CYRQ,Trois-Rivieres,46.3567288,-72.6781501761629,199,America/Montreal,Sainte-Catherine,Quebec,CA
YRO,CYRO,Rockcliffe St,45.45,-75.7,188,America/Toronto,Gatineau,Quebec,CA
YRM,CYRM,Rocky Mountain House,52.36667,-114.916664,3244,America/Edmonton,Rocky Mountain House,Alberta,CA
YRL,CYRL,Red Lake Airport,51.06810435,-93.7876299272027,1265,America/Winnipeg,N/A,N/A,CA
YRJ,CYRJ,Roberval,48.5200005,-72.2656021,586,America/Montreal,Roberval,Quebec,CA
YRI,CYRI,Riviere Du Loup,47.833332,-69.53333,427,America/Montreal,Riviere-du-Loup,Quebec,CA
YRB,CYRB,Resolute Bay Airport,74.7166791,-94.9685886862914,215,America/Resolute,N/A,N/A,CA
YRA,CYRA,Rae Lakes,64.1162588,-117.311582042726,723,America/Yellowknife,N/A,N/A,CA
YQZ,CYQZ,Quesnel Airport,53.0246193,-122.50736505872,1789,America/Vancouver,Quesnel,British Columbia,CA
YQY,CYQY,Sydney Airport,46.166668,-60.05,203,America/Glace_Bay,Glace Bay,Nova Scotia,CA
YQX,CYQX,Gander International Airport,48.9356343,-54.5737040430199,496,America/St_Johns,Gambo,Newfoundland and Labrador,CA
YQW,CYQW,North Battleford,52.768967,-108.252432337381,1799,America/Regina,North Battleford,Saskatchewan,CA
YQV,CYQV,Yorkton,51.216667,-102.46667,1635,America/Regina,Yorkton,Saskatchewan,CA
YQU,CYQU,Grande Prairie Airport,55.1800502,-118.878292425329,2195,America/Edmonton,Grande Prairie,Alberta,CA
YQT,CYQT,Thunder Bay International Airport,48.37209765,-89.3272583216943,653,America/Thunder_Bay,N/A,N/A,CA
YQS,CYQS,Pembroke Area Municipalcipal,42.783333,-81.2,778,America/Toronto,St. Thomas,Ontario,CA
YQR,CYQR,Regina International Airport,50.4309977,-104.665606186089,1894,America/Regina,Regina,Saskatchewan,CA
YQQ,CYQQ,Comox Airport,49.7059024,-124.9076713,84,America/Vancouver,Courtenay,British Columbia,CA
YQN,CYQN,Nakina,50.18380935,-86.6919727439909,1057,America/Toronto,N/A,N/A,CA
YQM,CYQM,Greater Moncton International Airport,46.11647835,-64.6755606937788,232,America/Moncton,Dieppe,New Brunswick,CA
YQL,CYQL,Lethbridge Airport,49.629112,-112.790928586084,3048,America/Edmonton,Lethbridge,Alberta,CA
YQK,CYQK,Kenora Airport,49.7896669,-94.3622078,1332,America/Winnipeg,Baudette,Minnesota,CA
YQI,CYQI,Yarmouth,43.8244588,-66.0858271637105,141,America/Halifax,Yarmouth,Nova Scotia,CA
YQH,CYQH,Watson Lake,60.11951655,-128.81643855173,2255,America/Whitehorse,Watson Lake,Yukon,CA
YQG,CYQG,Windsor International Airport,42.274166,-82.96389,622,America/Toronto,Windsor,Ontario,CA
YQF,CYQF,Red Deer Regional Airport,52.18576525,-113.885999708079,2968,America/Edmonton,Penhold,Alberta,CA
YQD,CYQD,Clearwater,53.966667,-101.1,887,America/Winnipeg,The Pas,Manitoba,CA
YQB,CYQB,Quebec City Jean Lesage International Airport,46.79217485,-71.3857782105678,244,America/Montreal,L'Ancienne-Lorette,Quebec,CA
YQA,CYQA,Muskoka,44.9754065,-79.3067403537869,925,America/Toronto,Bracebridge,Ontario,CA
YPZ,CYPZ,Burns Lake,54.2102362,-125.7568784,2343,America/Vancouver,Burns Lake,British Columbia,CA
YPY,CYPY,Fort Chipewyan Airport,58.7672005,-111.1169968,761,America/Edmonton,N/A,N/A,CA
YPX,CYPX,Puvirnituq,60.033333,-77.166664,74,America/Montreal,N/A,N/A,CA
YPW,CYPW,Powell River,49.83348945,-124.498847847454,425,America/Vancouver,Powell River,British Columbia,CA
YPR,CYPR,Digby Island Airport,54.3167,-130.3999939,116,America/Vancouver,N/A,N/A,CA
YPQ,CYPQ,Peterborough,44.3,-78.316666,628,America/Toronto,Peterborough,Ontario,CA
YPO,CYPO,Peawanuck,54.9892371,-85.4458534145671,173,America/Toronto,N/A,N/A,CA
YPN,CYPN,Port Menier,49.83726715,-64.2867183230559,167,America/Montreal,N/A,N/A,CA
YPM,CYPM,Pikangikum,51.8196983,-93.9732971,1114,America/Winnipeg,N/A,N/A,CA
YPL,CYPL,Pickle Lake,51.208332,-90.208336,1267,America/Atikokan,N/A,N/A,CA
YPH,CYPH,Inukjuak,58.433334,-78.166664,83,America/Montreal,N/A,N/A,CA
YPG,CYPG,Portage La Prairie,49.99481965,-98.3054459030247,885,America/Winnipeg,Portage la Prairie,Manitoba,CA
YPE,CYPE,Peace River,56.2257761,-117.453901765659,1873,America/Edmonton,Peace River,Alberta,CA
YPS,CYPD,Port Hawkesbury,45.65680205,-61.3679371135268,377,America/Halifax,N/A,N/A,CA
YPC,CYPC,Paulatuk,69.3613348,-124.074532782738,15,America/Yellowknife,N/A,N/A,CA
YPA,CYPA,Glass Field,53.2166982,-105.675088,1405,America/Regina,Prince Albert,Saskatchewan,CA
YOW,CYOW,Ottawa/Macdonald-Cartier International Airport,45.32203645,-75.6672643891501,374,America/Toronto,N/A,N/A,CA
YOS,CYOS,Billy Bishop Regional,44.59028,-80.8375,1007,America/Toronto,N/A,N/A,CA
YOP,CYOP,Rainbow Lake,58.4908903,-119.406516325091,1759,America/Edmonton,High Level,Alberta,CA
YOO,CYOO,Oshawa,43.9227762,-78.8950068,460,America/Toronto,Oshawa,Ontario,CA
YOJ,CYOJ,Footner Lake Airport,58.618332,-117.168335,1110,America/Edmonton,N/A,N/A,CA
YOH,CYOH,Oxford House,54.9344837,-95.2764673742265,663,America/Winnipeg,N/A,N/A,CA
YOD,CYOD,Cold Lake,54.466667,-110.25,1775,America/Edmonton,Cold Lake,Alberta,CA
YOC,CYOC,Old Crow,67.5673747,-139.849274,824,America/Whitehorse,Dawson City,Yukon,CA
YOA,CYOA,Ekati,64.6989118,-110.614385802644,1536,America/Yellowknife,N/A,N/A,CA
HZP,CYNR,Horizon,57.381668,-111.70111,905,America/Edmonton,N/A,N/A,CA
YNM,CYNM,Matagami,49.76001035,-77.7987925166334,918,America/Montreal,N/A,N/A,CA
YNL,CYNL,Points North Landing,58.2688607,-104.079962,1605,America/Regina,N/A,N/A,CA
YLY,CYNJ,Langley Regional,49.10085405,-122.62808976801,34,America/Vancouver,Langley,British Columbia,CA
YNH,CYNH,Hudson Hope,56,-121.9,2220,America/Edmonton,Chetwynd,British Columbia,CA
YNE,CYNE,Norway House Airport,53.95694255,-97.8482387248767,734,America/Winnipeg,N/A,N/A,CA
YND,CYND,Gatineau Airport,45.483334,-75.63333,211,America/Toronto,N/A,N/A,CA
YNC,CYNC,Wemindji,53.01042075,-78.831664046013,66,America/Montreal,N/A,N/A,CA
YNA,CYNA,Natashquan,50.1898717,-61.7873593333206,39,America/Montreal,N/A,N/A,CA
YMX,CYMX,Mirabel International Airport,45.6825019,-74.0275252,270,America/Montreal,Mirabel,Quebec,CA
YMW,CYMW,Maniwaki,46.38333,-75.96667,656,America/Montreal,Maniwaki,Quebec,CA
YUD,CYMU,Umiujaq,56.5382204,-76.5191558,250,America/Montreal,N/A,N/A,CA
YMT,CYMT,Chibougamau Airport,49.916668,-74.36667,1270,America/Montreal,Chibougamau,Quebec,CA
YMO,CYMO,Moosonee,51.29122475,-80.6106136870039,30,America/Toronto,Iroquois Falls,Ontario,CA
YMM,CYMM,Fort McMurray International Airport,56.65179285,-111.228389561576,1211,America/Edmonton,Fort McMurray,Alberta,CA
YML,CYML,Charlevoix,47.65,-70.166664,977,America/Montreal,La Malbaie,Quebec,CA
YMJ,CYMJ,Moose Jaw / Air Vice Marshal C. M. Mcewen Airport,50.38333,-105.53333,1892,America/Regina,Moose Jaw,Saskatchewan,CA
YMH,CYMH,Mary's Harbour,52.3027992,-55.8471985,38,America/St_Johns,N/A,N/A,CA
YMG,CYMG,Manitouwadge,49.0828647,-85.8607207363479,1198,America/Toronto,N/A,N/A,CA
YME,CYME,Matane,48.833332,-67.51667,102,America/Montreal,Matane,Quebec,CA
YMA,CYMA,Mayo,63.6166166,-135.869022515681,1653,America/Whitehorse,N/A,N/A,CA
YLW,CYLW,Kelowna International Airport,49.9567037,-119.379549413965,1421,America/Vancouver,Kelowna,British Columbia,CA
XGR,CYLU,Kangiqsualujjuaq Airport,58.5,-65.98333,215,America/Montreal,N/A,N/A,CA
YLT,CYLT,Alert,82.5185547,-62.2724703825241,100,America/Pangnirtung,Upernavik,Qaasuitsup,CA
YLK,CYLS,Lake Simcoe Regional,44.4841513,-79.5460696,972,America/Toronto,Barrie,Ontario,CA
YLR,CYLR,Leaf Rapids,56.5133018,-99.9852982,959,America/Winnipeg,N/A,N/A,CA
YLQ,CYLQ,La Tuque,47.5,-72.833336,548,America/Montreal,La Tuque,Quebec,CA
YLL,CYLL,Lloydminster,53.31182105,-110.072668577598,2193,America/Edmonton,Lloydminster,Saskatchewan,CA
YSG,CYLK,Lutselke,62.41861,-110.075554,596,America/Yellowknife,N/A,N/A,CA
YLJ,CYLJ,Meadow Lake,54.5,-108.666664,1576,America/Regina,N/A,N/A,CA
YLH,CYLH,Lansdowne House,52.1955986,-87.9341965,834,America/Toronto,N/A,N/A,CA
YLD,CYLD,Chapleau,47.8209323,-83.3549858,1470,America/Toronto,Thessalon,Ontario,CA
YLC,CYLC,Kimmirut,62.84737215,-69.8754140807803,175,America/Iqaluit,N/A,N/A,CA
YLB,CYLB,Lac Biche,54.766666,-112.01667,1884,America/Edmonton,Lac La Biche,Alberta,CA
YPJ,CYLA,Aupaluk Airport,59.29674805,-69.5998723143948,119,America/Montreal,N/A,N/A,CA
YKZ,CYKZ,Buttonville Municipalcipal,43.86667,-79.36667,650,America/Toronto,Richmond Hill,Ontario,CA
YKY,CYKY,Kindersley,51.45,-109.166664,2277,America/Regina,Kindersley,Saskatchewan,CA
YKX,CYKX,Kirkland Lake,48.15,-80.03333,1157,America/Toronto,Kirkland Lake,Ontario,CA
YKQ,CYKQ,Waskaganish Airport,51.4733523,-78.7545877,80,America/Montreal,N/A,N/A,CA
YOG,CYKP,Ogoki,51.6588906,-85.9007137532419,594,America/Toronto,N/A,N/A,CA
AKV,CYKO,Akulivik,60.733334,-78.583336,839,America/Iqaluit,N/A,N/A,CA
YKD,CYKM,Township Airport,44.20139,-81.60667,772,America/Toronto,Wingham,Ontario,CA
YKL,CYKL,Schefferville Airport,54.783333,-64.816666,1709,America/Montreal,N/A,N/A,CA
YKJ,CYKJ,Key Lake,57.2560997,-105.617996,1679,America/Regina,N/A,N/A,CA
YWB,CYKG,Kangiqsujuaq Airport,61.5877768,-71.9272755334641,501,America/Montreal,N/A,N/A,CA
YKF,CYKF,Region of Waterloo International Airport,43.45585485,-80.3857358116251,1055,America/Toronto,Cambridge,Ontario,CA
LAK,CYKD,Aklavik,68.2223622,-135.004754614334,23,America/Yellowknife,N/A,N/A,CA
YKC,CYKC,Collins Bay,44.25,-76.6,1341,America/Regina,Kingston,Ontario,CA
YKA,CYKA,Kamloops Airport,50.7051481,-120.441599039024,1133,America/Vancouver,Kamloops,British Columbia,CA
YJT,CYJT,Stephenville,48.5430993,-58.5593551833513,84,America/St_Johns,Stephenville,Newfoundland and Labrador,CA
YJN,CYJN,St Jean,45.333332,-73.333336,136,America/Montreal,Saint-Jean-sur-Richelieu,Quebec,CA
YJF,CYJF,Fort Liard,60.23598605,-123.470078611695,708,America/Yellowknife,N/A,N/A,CA
YJA,CYJA,Jasper Airport,52.9972169,-118.0612726,3350,America/Edmonton,Jasper Park Lodge,Alberta,CA
YIV,CYIV,Island Lake Airport,54.2,-94.78333,770,America/Winnipeg,N/A,N/A,CA
YIO,CYIO,Pond Inlet Airport,72.6893248,-77.9698281202245,181,America/Iqaluit,N/A,N/A,CA
YIK,CYIK,Ivujivik,62.416668,-76.083336,126,America/Montreal,N/A,N/A,CA
YIF,CYIF,Pakuashipi,51.20991955,-58.6573496313788,20,America/Blanc-Sablon,N/A,N/A,CA
YDG,CYID,Digby,44.61667,-65.76667,499,America/Halifax,Digby,Nova Scotia,CA
YIB,CYIB,Atikokan,48.773681,-91.6378211618689,1408,America/Atikokan,N/A,N/A,CA
YHZ,CYHZ,Halifax Stanfield International Airport,44.8767923,-63.512633,477,America/Halifax,Cole Harbour,Nova Scotia,CA
YHY,CYHY,Hay River,60.83957225,-115.78207218687,541,America/Yellowknife,N/A,N/A,CA
YHU,CYHU,St. Hubert Airport,45.5,-73.6,90,America/Montreal,N/A,N/A,CA
YHT,CYHT,Haines Junction,60.75,-137.5,2150,America/Whitehorse,Haines Junction,Yukon,CA
YHR,CYHR,Chevery,50.5,-59.5,39,America/Blanc-Sablon,N/A,N/A,CA
YHP,CYHP,Poplar Hill,52.11288365,-94.2555816900709,1095,America/Winnipeg,N/A,N/A,CA
YHO,CYHO,Hopedale,55.4487663,-60.230736817836,39,America/Goose_Bay,N/A,N/A,CA
YHN,CYHN,Hornepayne,49.1931,-84.7589035,1099,America/Toronto,N/A,N/A,CA
YHM,CYHM,Hamilton Airport,43.16138,-79.92631,780,America/Toronto,Ancaster,Ontario,CA
YHK,CYHK,Gjoa Haven Airport,68.6368488,-95.8548746121302,152,America/Cambridge_Bay,N/A,N/A,CA
YHI,CYHI,Holman,70.71667,-117.71667,117,America/Yellowknife,N/A,N/A,CA
YNS,CYHH,Nemiscau Airport,49.74167,-76.74167,802,America/Montreal,Lebel-sur-Quevillon,Quebec,CA
YHF,CYHF,Hearst,49.7141397,-83.6881101219195,827,America/Toronto,N/A,N/A,CA
YHE,CYHE,Hope,49.416668,-121.416664,128,America/Vancouver,Hope,British Columbia,CA
YHD,CYHD,Dryden Regional Airport,49.783333,-92.833336,1354,America/Winnipeg,N/A,N/A,CA
CXH,CYHC,Coal Harbour Sea Plane Base,49.266666,-123.11667,82,America/Vancouver,N/A,N/A,CA
YHB,CYHB,Hudson Bay,52.86667,-102.416664,1175,America/Regina,Hudson Bay,Saskatchewan,CA
YQC,CYHA,Quaqtaq,61.333332,-69.63333,103,America/Montreal,N/A,N/A,CA
YGZ,CYGZ,Grise Fiord,76.42610205,-82.9095837707666,146,America/Iqaluit,N/A,N/A,CA
YGX,CYGX,Gillam,56.35681195,-94.7121796275236,476,America/Winnipeg,N/A,N/A,CA
YGW,CYGW,Kuujjuarapik Airport,55.2824753,-77.7563259857943,34,America/Montreal,N/A,N/A,CA
YGV,CYGV,Havre St Pierre,50.2834939,-63.6038755940405,124,America/Montreal,N/A,N/A,CA
YGT,CYGT,Igloolik Airport,69.3637618,-81.8148244687104,174,America/Iqaluit,N/A,N/A,CA
YGR,CYGR,Iles De La Madeleine,47.36667,-61.9,35,America/Halifax,Souris,Prince Edward Island,CA
YGQ,CYGQ,Geraldton,49.733334,-86.95,1144,America/Toronto,N/A,N/A,CA
YGP,CYGP,Michel-Pouliot Gaspe Airport,48.766666,-64.48333,112,America/Montreal,Gaspe,Quebec,CA
YGO,CYGO,Gods Lake Narrows Airport,54.5588933,-94.4913969,617,America/Winnipeg,N/A,N/A,CA
YGN,CYGN,Greenway Sound,50.85,-126.85,0,America/Vancouver,N/A,N/A,CA
YGM,CYGM,Gimli,50.666668,-97,753,America/Winnipeg,N/A,N/A,CA
YGL,CYGL,La Grande Airport,53.629723,-77.70639,639,America/Montreal,N/A,N/A,CA
YGK,CYGK,Kingston/Norman Rogers Airport,44.22465785,-76.5977245210112,305,America/Toronto,N/A,N/A,CA
YGH,CYGH,Fort Good Hope,66.2424039,-128.647408192173,268,America/Yellowknife,N/A,N/A,CA
YGB,CYGB,Gillies Bay,49.6909262,-124.5066531,326,America/Vancouver,N/A,N/A,CA
YMN,CYFT,Makkovik Airport,55.166668,-59.166668,234,America/Goose_Bay,N/A,N/A,CA
YFS,CYFS,Fort Simpson,61.7609797,-121.235330193237,555,America/Yellowknife,N/A,N/A,CA
YFR,CYFR,Fort Resolution,61.1808014,-113.690002,526,America/Yellowknife,N/A,N/A,CA
YFO,CYFO,Flin Flon Airport,54.67692025,-101.677597237485,997,America/Winnipeg,N/A,N/A,CA
YTM,CYFJ,La Macaza,46.515556,-74.75528,827,America/Montreal,Riviere-Rouge,Quebec,CA
YFI,CYFI,Firebag,57.26543025,-110.975071780914,1762,America/Edmonton,N/A,N/A,CA
YFH,CYFH,Fort Hope,51.5615715,-87.9090040125581,899,America/Toronto,N/A,N/A,CA
YFE,CYFE,Forestville,48.7455867,-69.0880375,293,America/Montreal,Forestville,Quebec,CA
YFC,CYFC,Fredericton International Airport,45.87018365,-66.5351020436568,68,America/Moncton,Oromocto,New Brunswick,CA
YFB,CYFB,Iqaluit Airport,63.7574019,-68.5523835680961,110,America/Iqaluit,N/A,N/A,CA
YFA,CYFA,Fort Albany,52.24167,-81.59167,48,America/Toronto,N/A,N/A,CA
YEY,CYEY,Amos,48.552223,-78.25,1068,America/Montreal,Amos,Quebec,CA
YEV,CYEV,Inuvik Mike Zubko Airport,68.30665,-133.49767,224,America/Inuvik,N/A,N/A,CA
YEU,CYEU,Eureka,79.9941331,-85.8084687085543,256,America/Rankin_Inlet,N/A,N/A,CA
YET,CYET,Edson,53.57913155,-116.466732780272,3043,America/Edmonton,Edson,Alberta,CA
YER,CYER,Fort Severn,56.033333,-87.833336,48,America/Toronto,N/A,N/A,CA
YEN,CYEN,Estevan,49.166668,-102.98333,1905,America/Regina,Estevan,Saskatchewan,CA
YEM,CYEM,East Manitoulin,45.842777,-81.858055,869,America/Toronto,Little Current,Ontario,CA
YEL,CYEL,Elliot Lake,46.3513165,-82.5588399495028,1087,America/Toronto,N/A,N/A,CA
YEK,CYEK,Arviat,61.0940808,-94.0711580227563,32,America/Rankin_Inlet,N/A,N/A,CA
YEG,CYEG,Edmonton International Airport,53.3072596,-113.5838087,2373,America/Edmonton,Leduc,Alberta,CA
YDQ,CYDQ,Dawson Creek,55.7414723,-120.182462258535,2148,America/Dawson_Creek,Dawson Creek,British Columbia,CA
YDP,CYDP,Nain,56.55111965,-61.6820214232498,22,America/Goose_Bay,N/A,N/A,CA
YDO,CYDO,St Methode,48.86667,-72.23333,372,America/Montreal,Dolbeau-Mistassini,Quebec,CA
YDN,CYDN,Dauphin,51.1,-100.05,999,America/Winnipeg,Dauphin,Manitoba,CA
XRR,CYDM,Ross River,61.9696858,-132.417630701443,2273,America/Whitehorse,N/A,N/A,CA
YDL,CYDL,Dease Lake,58.583332,-130.03334,2600,America/Vancouver,N/A,N/A,CA
YDF,CYDF,Deer Lake Regional Airport,49.21027,-57.399727,72,America/St_Johns,N/A,N/A,CA
YDB,CYDB,Burwash Landings,61.35,-139.01666,2647,America/Whitehorse,N/A,N/A,CA
YDA,CYDA,Dawson City Airport,64.0440283,-139.123498759105,1215,America/Dawson,N/A,N/A,CA
YCZ,CYCZ,Fairmont Hot Springs,50.3280976,-115.872884390056,2661,America/Edmonton,Invermere,British Columbia,CA
YCY,CYCY,Clyde River,70.416664,-68.5,87,America/Iqaluit,N/A,N/A,CA
YCW,CYCW,Chilliwack Municipalcipal Airport,49.166668,-121.9,32,America/Vancouver,Chilliwack,British Columbia,CA
YCT,CYCT,Coronation,52.0747079,-111.44789331265,2595,America/Edmonton,Hanna,Alberta,CA
YCS,CYCS,Chesterfield Inlet,63.3479211,-90.7337692774406,32,America/Rankin_Inlet,N/A,N/A,CA
YCR,CYCR,Cross Lake,54.6089003,-97.7675598,709,America/Winnipeg,N/A,N/A,CA
YCQ,CYCQ,Chetwynd,55.6871986,-121.626998,2000,America/Dawson_Creek,N/A,N/A,CA
YCO,CYCO,Kugluktuk Airport,67.8169926,-115.145143878083,74,America/Cambridge_Bay,N/A,N/A,CA
YCN,CYCN,Cochrane,49.10794825,-81.0162123532419,861,America/Toronto,N/A,N/A,CA
YCL,CYCL,Charlo,47.990799,-66.3302994,132,America/Moncton,Carleton-sur-Mer,Quebec,CA
XCM,CYCK,Chatham,42.4,-82.183334,616,America/Toronto,Walpole Island,Ontario,CA
YCH,CYCH,Miramichi,47.0078011,-65.4492035,85,America/Moncton,Miramichi,New Brunswick,CA
YCG,CYCG,Castlegar Airport,49.2957603,-117.633064505967,1617,America/Vancouver,Castlegar,British Columbia,CA
YCE,CYCE,Centralia,43.283333,-81.48333,839,America/Toronto,South Huron,Ontario,CA
YCD,CYCD,Nanaimo Airport,49.05294715,-123.870771707254,68,America/Vancouver,N/A,N/A,CA
YCC,CYCC,Regional,45.1,-74.566666,183,America/Toronto,Cornwall,Ontario,CA
YCB,CYCB,Cambridge Bay Airport,69.1080144,-105.137652588641,42,America/Cambridge_Bay,N/A,N/A,CA
YRF,CYCA,Cartwright,53.6826849,-57.041764221961,40,America/Goose_Bay,N/A,N/A,CA
YBX,CYBX,Blanc Sablon,51.44196725,-57.1868695168313,91,America/Blanc-Sablon,N/A,N/A,CA
YBV,CYBV,Berens River Airport,52.3599899,-97.02418005,708,America/Winnipeg,N/A,N/A,CA
YBT,CYBT,Brochet,57.8904941,-101.677575579041,1089,America/Winnipeg,N/A,N/A,CA
YBR,CYBR,Brandon Municipal Airport,49.907492,-99.9522973341713,1312,America/Winnipeg,Brandon,Manitoba,CA
XTL,CYBQ,Tadoule Lake,58.70615715,-98.5121349973853,902,America/Winnipeg,N/A,N/A,CA
YBL,CYBL,Campbell River Airport,49.9540995,-125.27572028227,291,America/Vancouver,N/A,N/A,CA
YBK,CYBK,Baker Lake,64.2995541,-96.0782230605882,45,America/Rankin_Inlet,N/A,N/A,CA
YBG,CYBG,Saguenay-Bagotville Airport,48.3314325,-70.9949294650109,501,America/Montreal,N/A,N/A,CA
YBY,CYBF,Bonnyville,54.30508195,-110.742753564695,1837,America/Edmonton,Bonnyville,Alberta,CA
YBE,CYBE,Uranium City,59.56092115,-108.483032385061,1013,America/Regina,N/A,N/A,CA
QBC,CYBD,Bella Coola Airport,52.333332,-126.666664,5045,America/Vancouver,N/A,N/A,CA
YBC,CYBC,Baie-Comeau Airport,49.2,-68.26667,154,America/Montreal,Baie-Comeau,Quebec,CA
YBB,CYBB,Kugaaruk,68.88333,-89.85,0,America/Cambridge_Bay,N/A,N/A,CA
YBA,CYBA,Banff,51.166668,-115.566666,4609,America/Edmonton,Banff,Alberta,CA
YAZ,CYAZ,Tofino Airport,49.08161545,-125.779320691076,62,America/Vancouver,N/A,N/A,CA
YAY,CYAY,St Anthony,51.36667,-55.583332,0,America/St_Johns,Lewisporte,Newfoundland and Labrador,CA
YAT,CYAT,Attawapiskat,52.9275937,-82.4311125969361,39,America/Toronto,N/A,N/A,CA
YKG,CYAS,Kangirsuk Airport,60.0292262,-69.9978433408756,403,America/Montreal,N/A,N/A,CA
XKS,CYAQ,Kasabonika,53.522354,-88.6433377777539,679,America/Winnipeg,N/A,N/A,CA
YAM,CYAM,Sault Ste Marie Airport,46.4850006,-84.5093994,613,America/Toronto,Sault Ste Marie,Ontario,CA
YAL,CYAL,Alert Bay,50.5825431,-126.916511602414,206,America/Vancouver,N/A,N/A,CA
YAH,CYAH,Lagrande 4,53.75,-73.65,1066,America/Montreal,N/A,N/A,CA
YAG,CYAG,Fort Frances Municipal Airport,48.65356595,-93.4440518397097,1135,America/Winnipeg,International Falls,Minnesota,CA
YAR,CYAD,Lagrande 3,53.55,-76.2,629,America/Montreal,Chapais,Quebec,CA
YAC,CYAC,Cat Lake,51.72729395,-91.8263980941249,1345,America/Winnipeg,N/A,N/A,CA
YAB,CYAB,Arctic Bay,73.03333,-85.183334,72,America/Iqaluit,N/A,N/A,CA
CXC,CXC,Chitina Airport,61.5833487,-144.4322008,547,America/Anchorage,N/A,N/A,US
